City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
319,dhaka,23.7104,90.4074,23.99,78,20,0.0,BD,1667517028
320,guayaramerin,-10.8368,-65.3614,21.87,34,2,1.62,BO,1667517126
321,muros,42.7762,-9.0603,10.64,94,97,2.01,ES,1667517127
322,huadian,42.9633,126.7478,-4.65,44,0,3.38,CN,1667517127
323,lompoc,34.6391,-120.4579,18.3,55,0,10.29,US,1667517128
324,kapit,2.0167,112.9333,23.23,99,100,0.71,MY,1667517128
325,sal rei,16.1833,-22.9167,25.86,78,100,5.97,CV,1667517129
326,dicabisagan,17.0818,122.4157,26.15,82,27,1.08,PH,1667517129
327,leningradskiy,69.3833,178.4167,-17.44,94,100,4.11,RU,1667517130
328,vagay,57.9375,69.0217,0.18,98,99,2.96,RU,1667517130
329,kalmunai,7.4167,81.8167,25.31,86,100,1.22,LK,1667517131
330,dingle,10.9995,122.6711,26.06,91,78,2.75,PH,1667517131
331,beloha,-25.1667,45.05,17.62,84,51,2.84,MG,1667517132
332,honiara,-9.4333,159.95,29.7,69,28,1.59,SB,1667517132
333,evensk,61.95,159.2333,-12.01,69,100,5.43,RU,1667517132
334,siverek,37.755,39.3167,12.76,31,4,1.11,TR,1667517133
335,yuncheng,35.0231,110.9928,8.62,85,97,2.35,CN,1667517134
336,san jose,37.3394,-121.895,17.62,39,20,4.63,US,1667516525
337,jalu,29.0331,21.5482,18.25,52,97,3.93,LY,1667517134
338,port blair,11.6667,92.75,25.49,75,73,2.25,IN,1667516563
339,koson,39.0375,65.585,14.18,82,100,3.29,UZ,1667517135
340,longyearbyen,78.2186,15.6401,-0.09,86,0,5.14,SJ,1667517136
341,tankhoy,51.5528,105.1306,-0.22,71,43,3.06,RU,1667517136
342,ola,59.5833,151.2833,-2.14,89,100,10.25,RU,1667517137
343,acajutla,13.5928,-89.8275,27.62,78,83,1.45,SV,1667517138
344,banos,-1.4,-78.4167,15.62,91,83,1.48,EC,1667517139
345,broome,42.2506,-75.833,13.66,61,0,2.22,US,1667517140
346,salalah,17.0151,54.0924,26.05,73,75,2.06,OM,1667517140
347,kushima,31.4583,131.2333,17.35,75,19,3.27,JP,1667517141
348,quatre cocos,-20.2078,57.7625,22.83,80,62,3.03,MU,1667517142
349,clyde river,70.4692,-68.5914,-7.6,95,100,2.4,CA,1667517143
350,krasnoselkup,65.7,82.4667,-16.97,89,13,2.85,RU,1667517144
351,doha,25.2867,51.5333,28.99,70,0,3.09,QA,1667517145
352,paros,37.0833,25.15,17.82,67,2,2.57,GR,1667517145
353,sao filipe,14.8961,-24.4956,27.69,51,100,3.43,CV,1667517145
354,lasa,46.6166,10.7002,7.98,99,100,2.4,IT,1667517146
355,manzhouli,49.6,117.4333,-8.54,82,85,3.94,CN,1667517147
356,okhotsk,59.3833,143.3,-3.49,92,100,5.07,RU,1667517147
357,ust-kulom,61.6864,53.6902,-2.07,94,100,2.27,RU,1667517148
358,quelimane,-17.8786,36.8883,24.45,83,100,2.63,MZ,1667517074
359,scarborough,54.2797,-0.4044,5.74,90,10,0.89,GB,1667516329
360,mahon,39.8885,4.2658,20.31,83,20,2.57,ES,1667517006
361,seljord,59.4894,8.634,10.23,99,100,2.99,NO,1667516919
362,kulu,39.0951,33.0799,11.04,51,8,1.72,TR,1667517150
363,tuy hoa,13.0833,109.3,23.23,89,96,2.41,VN,1667517150
